epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,25025.4,0.56256,0.78723,1.10523,0.7521,0.50567,0.59178,0.46422,0.72895,1.15076,1.12682,0.0009415,0.0009415,0.0009415
185,25159.4,0.55729,0.77612,1.10071,0.75086,0.50562,0.5921,0.46487,0.72839,1.14817,1.12652,0.000892,0.000892,0.000892
186,25294.3,0.55274,0.76796,1.09743,0.69705,0.53722,0.59276,0.4658,0.72776,1.14627,1.1262,0.0008425,0.0008425,0.0008425
187,25426.7,0.55125,0.76668,1.09717,0.69533,0.53895,0.59344,0.46759,0.72613,1.14457,1.12473,0.000793,0.000793,0.000793
188,25562.5,0.5433,0.75185,1.09249,0.6954,0.54041,0.59387,0.46828,0.72463,1.14267,1.12311,0.0007435,0.0007435,0.0007435
189,25698.9,0.54243,0.7504,1.089,0.76098,0.50388,0.59296,0.46788,0.72324,1.14086,1.12253,0.000694,0.000694,0.000694
190,25833.8,0.53385,0.73753,1.08937,0.69494,0.54514,0.59551,0.47047,0.72294,1.13946,1.12239,0.0006445,0.0006445,0.0006445
191,25967.9,0.53968,0.74319,1.0898,0.70162,0.53981,0.59548,0.47121,0.72175,1.13801,1.12119,0.000595,0.000595,0.000595
192,26101.6,0.52692,0.72273,1.07732,0.75989,0.5051,0.59222,0.46932,0.72048,1.13774,1.11991,0.0005455,0.0005455,0.0005455
193,26236.8,0.52305,0.72129,1.07705,0.75828,0.50545,0.59418,0.46858,0.71843,1.13737,1.11781,0.000496,0.000496,0.000496
194,26373.4,0.52522,0.72,1.08021,0.75993,0.50557,0.59463,0.46862,0.71689,1.13601,1.11637,0.0004465,0.0004465,0.0004465
195,26507,0.52145,0.71643,1.07803,0.64476,0.59315,0.59523,0.4675,0.71544,1.13554,1.11438,0.000397,0.000397,0.000397
196,26643,0.51903,0.69943,1.07489,0.65857,0.58324,0.59635,0.46853,0.71367,1.13411,1.11285,0.0003475,0.0003475,0.0003475
197,26777.5,0.5142,0.69923,1.06917,0.76046,0.50477,0.59579,0.46834,0.7125,1.13225,1.11206,0.000298,0.000298,0.000298
198,26912,0.51,0.69765,1.06224,0.65961,0.56639,0.59582,0.46882,0.71146,1.13052,1.11116,0.0002485,0.0002485,0.0002485
199,27045.7,0.50611,0.6904,1.06462,0.66639,0.5647,0.59619,0.47327,0.71072,1.12833,1.11027,0.000199,0.000199,0.000199
200,27178.2,0.50871,0.68398,1.07241,0.67926,0.57094,0.59798,0.47511,0.70894,1.12712,1.10813,0.0001495,0.0001495,0.0001495
