epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,13595.2,0.71895,1.28074,1.21588,0.63241,0.51234,0.5411,0.41782,0.78314,1.25747,1.16761,0.003466,0.003466,0.003466
134,13698.9,0.71905,1.27759,1.21569,0.63384,0.51215,0.54107,0.41457,0.78169,1.25449,1.16678,0.0034165,0.0034165,0.0034165
135,13800.8,0.71364,1.26451,1.20663,0.63537,0.51202,0.54206,0.41549,0.7808,1.25326,1.16597,0.003367,0.003367,0.003367
136,13902.3,0.71272,1.26495,1.20848,0.64113,0.50943,0.54337,0.41796,0.77985,1.25064,1.16527,0.0033175,0.0033175,0.0033175
137,14004.1,0.71434,1.26284,1.21054,0.64481,0.50926,0.54352,0.41807,0.77838,1.24894,1.1643,0.003268,0.003268,0.003268
138,14107.1,0.70285,1.2369,1.20378,0.64716,0.50889,0.54425,0.41898,0.77852,1.24725,1.16463,0.0032185,0.0032185,0.0032185
139,14207.5,0.70649,1.2393,1.20421,0.64606,0.5102,0.54463,0.41971,0.77891,1.24582,1.1653,0.003169,0.003169,0.003169
140,14309.8,0.70125,1.24336,1.19774,0.65028,0.50877,0.54545,0.42062,0.77829,1.24319,1.16486,0.0031195,0.0031195,0.0031195
141,14412.4,0.70094,1.23311,1.20179,0.66241,0.50722,0.54616,0.42368,0.77825,1.24303,1.16431,0.00307,0.00307,0.00307
142,14513.8,0.70044,1.23941,1.20378,0.66737,0.50711,0.54661,0.42388,0.77672,1.24209,1.16331,0.0030205,0.0030205,0.0030205
143,14614,0.69928,1.22664,1.20123,0.67161,0.50684,0.54683,0.42412,0.77655,1.24077,1.16277,0.002971,0.002971,0.002971
144,14716,0.69169,1.20222,1.1919,0.67273,0.50718,0.54637,0.42142,0.77486,1.23748,1.16157,0.0029215,0.0029215,0.0029215
145,14818.4,0.69159,1.21482,1.1972,0.67488,0.50783,0.55335,0.42871,0.7741,1.23522,1.16073,0.002872,0.002872,0.002872
146,14919,0.69177,1.20779,1.19623,0.67862,0.5072,0.55307,0.42876,0.77291,1.2334,1.15966,0.0028225,0.0028225,0.0028225
147,15020.8,0.6869,1.19933,1.18998,0.67988,0.50742,0.55392,0.43022,0.77235,1.23168,1.15945,0.002773,0.002773,0.002773
148,15123.6,0.69271,1.20427,1.19615,0.68329,0.50665,0.55429,0.43076,0.77109,1.22989,1.15868,0.0027235,0.0027235,0.0027235
149,15226.1,0.68512,1.19584,1.19005,0.68547,0.50764,0.55435,0.43066,0.77035,1.2272,1.15806,0.002674,0.002674,0.002674
150,15326.3,0.68739,1.18927,1.18878,0.68961,0.50568,0.55461,0.43119,0.76926,1.22553,1.15727,0.0026245,0.0026245,0.0026245
151,15427.2,0.68048,1.18436,1.18524,0.69217,0.50668,0.55561,0.43172,0.76836,1.22367,1.15717,0.002575,0.002575,0.002575
152,15530.3,0.6821,1.17673,1.18894,0.69409,0.5066,0.55598,0.43218,0.76752,1.22218,1.156,0.0025255,0.0025255,0.0025255
153,15630.7,0.68064,1.18019,1.18867,0.69773,0.50462,0.55627,0.43257,0.7673,1.22046,1.1563,0.002476,0.002476,0.002476
154,15733,0.67474,1.17375,1.18576,0.6987,0.50305,0.55685,0.43313,0.76552,1.21837,1.15494,0.0024265,0.0024265,0.0024265
155,15836.1,0.67308,1.16881,1.18192,0.70544,0.50552,0.55781,0.43355,0.76505,1.21597,1.15447,0.002377,0.002377,0.002377
156,15938.6,0.67098,1.15835,1.17944,0.7061,0.50469,0.55387,0.43265,0.76423,1.2146,1.15437,0.0023275,0.0023275,0.0023275
157,16039.2,0.67287,1.16223,1.1784,0.70297,0.49912,0.55896,0.43563,0.76405,1.21223,1.15407,0.002278,0.002278,0.002278
158,16140.4,0.6755,1.17184,1.17726,0.70559,0.49958,0.56028,0.43679,0.76282,1.21008,1.15313,0.0022285,0.0022285,0.0022285
159,16242.7,0.66726,1.15388,1.17855,0.71189,0.49997,0.55662,0.43425,0.76204,1.20836,1.15247,0.002179,0.002179,0.002179
160,16343.6,0.66781,1.15302,1.17982,0.71703,0.49779,0.55701,0.43497,0.76102,1.20722,1.15148,0.0021295,0.0021295,0.0021295
161,16445.4,0.65946,1.13528,1.17183,0.72133,0.49769,0.55798,0.43559,0.75976,1.20523,1.15003,0.00208,0.00208,0.00208
162,16547.1,0.66482,1.14178,1.17495,0.72319,0.49892,0.55874,0.43573,0.75917,1.20322,1.14959,0.0020305,0.0020305,0.0020305
163,16650.6,0.66047,1.13602,1.17052,0.72522,0.4992,0.55896,0.43757,0.75857,1.20123,1.14899,0.001981,0.001981,0.001981
164,16751.7,0.65746,1.12345,1.16946,0.72767,0.49765,0.55913,0.43782,0.757,1.19871,1.14812,0.0019315,0.0019315,0.0019315
165,16854.2,0.6509,1.11727,1.17143,0.73456,0.49684,0.55965,0.43852,0.75598,1.19713,1.14703,0.001882,0.001882,0.001882
166,16957.4,0.65925,1.12882,1.17246,0.73728,0.49972,0.56043,0.44018,0.75468,1.1953,1.14633,0.0018325,0.0018325,0.0018325
167,17058.9,0.64422,1.11611,1.16287,0.73626,0.49678,0.56135,0.44059,0.75343,1.19328,1.14511,0.001783,0.001783,0.001783
168,17160.7,0.64612,1.10974,1.16209,0.73105,0.49804,0.56179,0.44137,0.75309,1.19223,1.14453,0.0017335,0.0017335,0.0017335
169,17263.1,0.64346,1.10456,1.16164,0.74226,0.51607,0.56895,0.44607,0.7522,1.18992,1.14339,0.001684,0.001684,0.001684
170,17365.5,0.64396,1.10406,1.16292,0.74003,0.51804,0.5699,0.44778,0.75068,1.19005,1.14181,0.0016345,0.0016345,0.0016345
171,17488.5,0.63735,0.99455,1.16132,0.73905,0.52011,0.57061,0.44779,0.7488,1.18908,1.1399,0.001585,0.001585,0.001585
172,17589.6,0.62386,0.92666,1.15148,0.72277,0.51119,0.56517,0.44371,0.74756,1.18692,1.13874,0.0015355,0.0015355,0.0015355
173,17692,0.60768,0.91111,1.14537,0.71887,0.51366,0.56535,0.44391,0.74595,1.18479,1.13731,0.001486,0.001486,0.001486
174,17790.8,0.6068,0.88821,1.14047,0.71748,0.5152,0.56573,0.44162,0.74495,1.18364,1.13604,0.0014365,0.0014365,0.0014365
175,17891.6,0.60255,0.8777,1.13147,0.72717,0.52811,0.5713,0.44761,0.74344,1.18173,1.13421,0.001387,0.001387,0.001387
176,17994.4,0.5916,0.85746,1.12888,0.73632,0.53696,0.58098,0.45085,0.74107,1.18017,1.13081,0.0013375,0.0013375,0.0013375
177,18097.4,0.58764,0.84177,1.1245,0.72744,0.53985,0.58478,0.45345,0.73987,1.17856,1.13039,0.001288,0.001288,0.001288
178,18196.2,0.58169,0.8387,1.1236,0.72534,0.54166,0.58601,0.45395,0.73797,1.17707,1.12887,0.0012385,0.0012385,0.0012385
179,18296.9,0.57702,0.83229,1.12014,0.69499,0.52719,0.58043,0.44956,0.73734,1.1779,1.12823,0.001189,0.001189,0.001189
180,18398.9,0.57557,0.82041,1.11876,0.69158,0.52901,0.58201,0.45015,0.73551,1.17505,1.12712,0.0011395,0.0011395,0.0011395
181,18499.4,0.56633,0.80896,1.10708,0.69136,0.53102,0.5853,0.44926,0.73372,1.17266,1.12594,0.00109,0.00109,0.00109
182,18599.8,0.56627,0.79205,1.10661,0.68626,0.53345,0.58648,0.45183,0.73256,1.17043,1.12503,0.0010405,0.0010405,0.0010405
183,18701,0.55239,0.78587,1.09916,0.68565,0.5324,0.58576,0.45339,0.73117,1.16919,1.12351,0.000991,0.000991,0.000991
184,18802.6,0.55595,0.78728,1.10165,0.67982,0.5346,0.58707,0.45361,0.72977,1.16692,1.12294,0.0009415,0.0009415,0.0009415
