epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,18735.5,0.75973,1.36393,1.24517,0.66843,0.47836,0.52806,0.39476,0.79347,1.30312,1.18278,0.0044065,0.0044065,0.0044065
115,18837.2,0.75864,1.35718,1.24253,0.68214,0.47188,0.52826,0.39485,0.79213,1.30062,1.18127,0.004357,0.004357,0.004357
116,18938.1,0.7555,1.36239,1.24066,0.68865,0.4677,0.5284,0.39528,0.79159,1.29814,1.18031,0.0043075,0.0043075,0.0043075
117,19041.1,0.76116,1.35944,1.24609,0.68763,0.46742,0.53086,0.39829,0.79129,1.29593,1.17961,0.004258,0.004258,0.004258
118,19142.7,0.74845,1.34625,1.23779,0.68352,0.46952,0.52829,0.39496,0.79073,1.29447,1.17898,0.0042085,0.0042085,0.0042085
119,19243.9,0.75287,1.33718,1.24091,0.68558,0.46846,0.53289,0.40063,0.79079,1.29282,1.1787,0.004159,0.004159,0.004159
120,19345.3,0.75231,1.3409,1.23594,0.68554,0.46809,0.53368,0.40023,0.79018,1.29108,1.17788,0.0041095,0.0041095,0.0041095
121,19448.9,0.75239,1.33755,1.23785,0.6909,0.46199,0.53412,0.4034,0.78867,1.28857,1.17676,0.00406,0.00406,0.00406
122,19550.7,0.74485,1.34733,1.23294,0.69307,0.45813,0.53479,0.40282,0.78737,1.28607,1.17508,0.0040105,0.0040105,0.0040105
123,19651.9,0.73857,1.31772,1.22594,0.68753,0.46127,0.5353,0.40368,0.78632,1.2838,1.1743,0.003961,0.003961,0.003961
124,19755.6,0.74491,1.3277,1.2336,0.68098,0.46545,0.53566,0.4043,0.78623,1.28203,1.17466,0.0039115,0.0039115,0.0039115
125,19857.6,0.74104,1.31629,1.23141,0.67406,0.46669,0.53671,0.40631,0.78636,1.28111,1.17444,0.003862,0.003862,0.003862
126,19959.1,0.73439,1.302,1.2244,0.53664,0.57495,0.53745,0.40423,0.78581,1.27801,1.17301,0.0038125,0.0038125,0.0038125
127,20060.1,0.72858,1.29314,1.22051,0.53936,0.57233,0.53787,0.4048,0.78518,1.27647,1.17205,0.003763,0.003763,0.003763
128,20163.2,0.72983,1.29644,1.2229,0.54039,0.57224,0.53807,0.40585,0.78399,1.27426,1.17096,0.0037135,0.0037135,0.0037135
129,20264.6,0.73586,1.30076,1.22602,0.5437,0.57141,0.53905,0.40627,0.78319,1.27113,1.16931,0.003664,0.003664,0.003664
130,20365.5,0.7272,1.29961,1.22032,0.54551,0.57098,0.54042,0.40808,0.78223,1.26799,1.16859,0.0036145,0.0036145,0.0036145
131,20468.7,0.72599,1.27999,1.21534,0.54783,0.5721,0.5432,0.41221,0.7807,1.26626,1.16732,0.003565,0.003565,0.003565
132,20570.6,0.72055,1.26719,1.21478,0.54877,0.57099,0.54379,0.41348,0.77883,1.26487,1.16569,0.0035155,0.0035155,0.0035155
133,20672,0.72169,1.27467,1.21746,0.54903,0.57056,0.54421,0.41381,0.77638,1.26257,1.16334,0.003466,0.003466,0.003466
134,20773.5,0.72272,1.27531,1.21711,0.55071,0.57018,0.54443,0.41462,0.77387,1.26081,1.16134,0.0034165,0.0034165,0.0034165
135,20876.2,0.71725,1.25925,1.20992,0.55735,0.56914,0.54563,0.41571,0.77193,1.25842,1.16007,0.003367,0.003367,0.003367
136,20977.6,0.71632,1.25588,1.2109,0.56116,0.56825,0.54589,0.4173,0.77119,1.25769,1.15922,0.0033175,0.0033175,0.0033175
137,21078.6,0.71471,1.2658,1.21053,0.56624,0.56562,0.54817,0.41812,0.77018,1.25617,1.15825,0.003268,0.003268,0.003268
138,21181.8,0.70235,1.23677,1.20371,0.56844,0.5645,0.54887,0.41808,0.76935,1.25494,1.15746,0.0032185,0.0032185,0.0032185
139,21283,0.70966,1.24244,1.20674,0.56855,0.56443,0.54596,0.41552,0.76793,1.25442,1.15656,0.003169,0.003169,0.003169
140,21383.7,0.70748,1.24116,1.20299,0.57332,0.56326,0.54877,0.41819,0.76725,1.2521,1.15592,0.0031195,0.0031195,0.0031195
141,21484.7,0.70215,1.23741,1.20232,0.57504,0.56371,0.55585,0.42067,0.76733,1.24933,1.15574,0.00307,0.00307,0.00307
142,21588.1,0.70134,1.23332,1.20206,0.57516,0.56405,0.55657,0.42104,0.76599,1.24812,1.15478,0.0030205,0.0030205,0.0030205
143,21688.8,0.7051,1.2322,1.20499,0.5788,0.56247,0.55771,0.42222,0.76544,1.24649,1.15394,0.002971,0.002971,0.002971
144,21789.9,0.69003,1.21303,1.19062,0.57568,0.56006,0.55915,0.4218,0.76438,1.24549,1.15248,0.0029215,0.0029215,0.0029215
145,21892.4,0.69184,1.20993,1.19837,0.57267,0.56185,0.5597,0.42261,0.76415,1.24329,1.15209,0.002872,0.002872,0.002872
146,21993.9,0.69623,1.21361,1.20012,0.57481,0.56042,0.56059,0.42448,0.76266,1.24154,1.15053,0.0028225,0.0028225,0.0028225
147,22095.2,0.68923,1.20453,1.19243,0.57648,0.5577,0.5609,0.42178,0.76184,1.23913,1.15002,0.002773,0.002773,0.002773
148,22197.9,0.69054,1.20307,1.19616,0.58336,0.55543,0.56139,0.4225,0.76014,1.23819,1.148,0.0027235,0.0027235,0.0027235
149,22302.9,0.69236,1.19233,1.19606,0.58196,0.55625,0.56247,0.42363,0.75896,1.23676,1.14699,0.002674,0.002674,0.002674
150,22406.4,0.68733,1.18545,1.18908,0.58247,0.55517,0.56315,0.42448,0.75766,1.23446,1.14627,0.0026245,0.0026245,0.0026245
151,22509.2,0.68086,1.1856,1.18458,0.58144,0.55456,0.56364,0.42482,0.75719,1.23306,1.14541,0.002575,0.002575,0.002575
152,22613.3,0.68507,1.18314,1.19124,0.58492,0.5538,0.5645,0.42599,0.75564,1.23161,1.14458,0.0025255,0.0025255,0.0025255
153,22716.6,0.68263,1.18605,1.18907,0.58534,0.55398,0.5648,0.42613,0.75451,1.22993,1.14394,0.002476,0.002476,0.002476
154,22819.4,0.67767,1.17466,1.18732,0.60429,0.55106,0.56508,0.4267,0.75251,1.22834,1.14231,0.0024265,0.0024265,0.0024265
155,22922.4,0.67578,1.16897,1.18142,0.61258,0.55035,0.56578,0.42792,0.75172,1.2267,1.14171,0.002377,0.002377,0.002377
156,23027.9,0.67514,1.16221,1.18304,0.6248,0.54602,0.56528,0.42727,0.75022,1.22463,1.14012,0.0023275,0.0023275,0.0023275
157,23131.9,0.6762,1.16282,1.18209,0.65134,0.54271,0.56572,0.4277,0.749,1.22236,1.1389,0.002278,0.002278,0.002278
158,23236,0.67569,1.16525,1.18018,0.68645,0.52304,0.5615,0.42666,0.74737,1.22149,1.13742,0.0022285,0.0022285,0.0022285
159,23341.1,0.66667,1.15522,1.18048,0.68347,0.52311,0.5616,0.42735,0.74582,1.21952,1.13586,0.002179,0.002179,0.002179
160,23445.1,0.66837,1.15529,1.18113,0.68086,0.52353,0.56251,0.42884,0.74509,1.2165,1.13571,0.0021295,0.0021295,0.0021295
161,23548.9,0.66135,1.13636,1.17484,0.68703,0.52296,0.56267,0.42911,0.74397,1.21597,1.13474,0.00208,0.00208,0.00208
162,23652.9,0.66555,1.1405,1.17717,0.69251,0.52212,0.56394,0.42984,0.74366,1.21354,1.13444,0.0020305,0.0020305,0.0020305
163,23758.9,0.66436,1.13776,1.17421,0.70585,0.52079,0.56521,0.43825,0.74184,1.21203,1.13289,0.001981,0.001981,0.001981
164,23862,0.65765,1.13054,1.17173,0.71415,0.5155,0.56579,0.43891,0.74087,1.2105,1.13207,0.0019315,0.0019315,0.0019315
165,23965.4,0.65276,1.12133,1.1744,0.72533,0.51201,0.56162,0.43629,0.74029,1.20805,1.13163,0.001882,0.001882,0.001882
166,24070.2,0.65686,1.11963,1.17147,0.73526,0.50695,0.56278,0.44007,0.73896,1.20526,1.13044,0.0018325,0.0018325,0.0018325
167,24173.2,0.64796,1.11753,1.16518,0.73984,0.50495,0.56671,0.44363,0.7379,1.20362,1.12981,0.001783,0.001783,0.001783
168,24276.2,0.64827,1.10857,1.16489,0.74097,0.50613,0.56551,0.4427,0.73681,1.20059,1.12883,0.0017335,0.0017335,0.0017335
169,24378.8,0.64818,1.1103,1.16694,0.73633,0.50553,0.5654,0.44359,0.73558,1.19772,1.12811,0.001684,0.001684,0.001684
170,24484,0.64458,1.10372,1.16427,0.71367,0.52087,0.57269,0.44747,0.73368,1.19521,1.1266,0.0016345,0.0016345,0.0016345
171,24616.7,0.64426,0.99426,1.16691,0.72191,0.51889,0.5729,0.44826,0.73326,1.19656,1.12522,0.001585,0.001585,0.001585
172,24718.3,0.6288,0.93236,1.15672,0.72389,0.51887,0.57483,0.44988,0.7329,1.1981,1.12468,0.0015355,0.0015355,0.0015355
173,24822.8,0.61126,0.90353,1.14997,0.71321,0.52025,0.57465,0.448,0.73428,1.19843,1.12493,0.001486,0.001486,0.001486
174,24927.4,0.61207,0.89158,1.14703,0.71263,0.51984,0.57561,0.44939,0.73382,1.19793,1.1245,0.0014365,0.0014365,0.0014365
175,25030.2,0.60794,0.87828,1.13576,0.69216,0.52613,0.57552,0.44904,0.73389,1.19772,1.1242,0.001387,0.001387,0.001387
176,25132.9,0.59207,0.85643,1.12775,0.6685,0.53539,0.5753,0.44917,0.73393,1.19616,1.12396,0.0013375,0.0013375,0.0013375
177,25235.7,0.58895,0.8458,1.12734,0.66989,0.53247,0.57771,0.45123,0.73358,1.19462,1.12318,0.001288,0.001288,0.001288
178,25337.8,0.58844,0.84235,1.13278,0.66615,0.52825,0.57868,0.45411,0.73211,1.19348,1.12148,0.0012385,0.0012385,0.0012385
179,25438.7,0.58182,0.82668,1.12411,0.70319,0.5057,0.57936,0.45414,0.73125,1.19222,1.12049,0.001189,0.001189,0.001189
180,25542.2,0.57669,0.81957,1.12041,0.68913,0.50828,0.57955,0.45519,0.72941,1.19326,1.11842,0.0011395,0.0011395,0.0011395
181,25643.7,0.57699,0.81615,1.11775,0.64962,0.52856,0.57985,0.45599,0.72899,1.19208,1.11798,0.00109,0.00109,0.00109
182,25744.4,0.56448,0.79884,1.10689,0.69736,0.50947,0.5805,0.457,0.72808,1.19169,1.1168,0.0010405,0.0010405,0.0010405
183,25846.3,0.55784,0.78435,1.10434,0.64814,0.52974,0.58086,0.45734,0.72773,1.19084,1.1159,0.000991,0.000991,0.000991
